"first_name","last_name","hire_date"
"Geoff","Luan","1986-03-29"
"Ugo","Chappelet","1986-06-01"
"Anneli","Furedi","1986-01-16"
"Fayez","Yurek","1986-10-04"
"Naftaly","Berztiss","1986-07-02"
"Deborah","Petereit","1986-09-26"
"Arie","Kamble","1986-06-08"
"Elrique","Shobatake","1986-08-18"
"Masami","Eterovic","1986-11-20"
"Foong","Gonthier","1986-06-04"
"Clyde","Jumpertz","1986-10-07"
"Shuji","Bolsens","1986-10-12"
"Garnet","Schapire","1986-10-02"
"Angus","Scallan","1986-09-28"
"Danil","Furedi","1986-04-26"
"Ulises","Navazio","1986-08-06"
"Kyoichi","Chorvat","1986-06-04"
"Arumugam","Ramsay","1986-02-28"
"Jessie","Otillio","1986-07-14"
"Divier","Picel","1986-05-23"
"Mary","Munro","1986-03-05"
"Phule","Remmele","1986-05-06"
"Weiyi","Chorvat","1986-12-21"
"Janche","Schrift","1986-06-13"
"Stella","Legleitner","1986-08-30"
"Troy","Neimat","1986-05-19"
"Fumino","Kaiserswerth","1986-06-03"
"Nadjib","Swift","1986-03-16"
"Foong","Snyers","1986-01-11"
"Utpal","Litvinov","1986-07-25"
"Ziya","Shihab","1986-05-22"
"Naftali","Pettis","1986-01-27"
"Bernice","Engelmann","1986-10-17"
"Brewster","Weedon","1986-04-15"
"Yuuichi","Swab","1986-04-26"
"Morrie","Thombley","1986-04-03"
"Yurii","Pintelas","1986-06-15"
"Patricio","Perng","1986-03-09"
"Kirk","Henseler","1986-07-03"
"Goo","Boguraev","1986-04-15"
"Oldrich","Cronan","1986-01-10"
"Nahum","Cappelletti","1986-11-23"
"Tetsushi","Gimbel","1986-01-22"
"Uta","Jayawardene","1986-09-09"
"Snehasis","Bashian","1986-02-11"
"Shirish","Delgrange","1986-07-28"
"Peternela","Matzen","1986-07-24"
"Rosella","Pargaonkar","1986-05-30"
"Xiahua","Riefers","1986-12-18"
"Ibibia","Conde","1986-08-18"
"Oksana","Brandsma","1986-08-24"
"Tooru","Kossowski","1986-10-14"
"Jaques","Turnbull","1986-12-06"
"Hidefumi","Cesareni","1986-11-18"
"Moni","Silva","1986-12-11"
"Alejandra","Rosaz","1986-08-02"
"Shaowei","Kalefeld","1986-03-14"
"Giap","Farrel","1986-03-25"
"Ymte","Spinelli","1986-01-12"
"Teruyuki","Shackel","1986-10-23"
"Djenana","Gerteisen","1986-04-13"
"Sasan","Stifter","1986-06-16"
"Niranjan","Markovitch","1986-04-12"
"Almudena","Liedekerke","1986-11-14"
"Zvonko","Templeman","1986-01-16"
"Sugwoo","Rodiger","1986-03-10"
"Claudi","Comte","1986-11-07"
"Paddy","Katiyar","1986-09-28"
"Tru","Kirkerud","1986-05-19"
"Yucai","Fabrizio","1986-11-15"
"Selwyn","Sluis","1986-11-22"
"Fox","Lanphier","1986-04-14"
"Xiaoheng","Falster","1986-05-09"
"Anneke","Perly","1986-02-27"
"Berna","Ruemmler","1986-09-16"
"Yonghoan","Standera","1986-10-31"
"Wilmer","Merks","1986-06-09"
"Jouko","Restivo","1986-11-19"
"Vitali","Plump","1986-11-03"
"Valery","Ranze","1986-03-29"
"Sreenivas","Bennis","1986-04-25"
"Jayson","Perelgut","1986-12-31"
"Margareta","Chorvat","1986-11-09"
"Bodo","Linares","1986-11-30"
"Ger","Alblas","1986-10-16"
"Sailaja","Bernick","1986-11-16"
"Aris","Walstra","1986-10-30"
"Chenyi","Michaeli","1986-08-26"
"Parviz","Petersohn","1986-08-06"
"Wayne","Zeidenstein","1986-10-23"
"Yakichi","Pezzoli","1986-01-12"
"Phuoc","Bernatsky","1986-10-01"
"DeForest","Schneeberger","1986-11-15"
"Gil","Lunn","1986-07-28"
"Prasadram","Gomatam","1986-08-24"
"Xiaoqiu","Ramalingam","1986-01-07"
"Maik","Cochrane","1986-09-08"
"Naraig","Coney","1986-02-10"
"Masami","Cochrane","1986-02-24"
"Chanjung","Munro","1986-12-20"
"Guozhong","Alvarado","1986-11-16"
"Tzvetan","Walston","1986-02-08"
"Souichi","Barbanera","1986-12-25"
"Fumiko","Mandell","1986-12-28"
"Zengping","Nourani","1986-03-20"
"Dmitri","Wixon","1986-05-26"
"Eckart","Rodiger","1986-03-02"
"Vivian","Papastamatiou","1986-05-06"
"Mountaz","Gubsky","1986-11-30"
"Brendon","Attimonelli","1986-06-21"
"Amstein","Byoun","1986-08-02"
"Hatem","Couchot","1986-10-26"
"Minghong","Crooks","1986-09-25"
"Mostafa","Pardalos","1986-10-04"
"Achilleas","Demos","1986-05-15"
"Collette","Ravishankar","1986-05-13"
"Przemyslawa","Schlumberger","1986-10-20"
"Manton","Vieth","1986-11-21"
"Uta","Shackell","1986-10-15"
"Jinya","Naudin","1986-12-14"
"Bangqing","Kakkad","1986-06-09"
"Vincent","Einsfeld","1986-04-28"
"Heejo","Usery","1986-05-30"
"Aemilian","Fargier","1986-04-14"
"Ramalingam","Ranst","1986-03-04"
"Luerbio","Garigliano","1986-12-03"
"Rosine","Ponthieu","1986-08-31"
"Zhenbing","Pettit","1986-09-04"
"Radhia","Magalhaes","1986-05-25"
"Samphel","Eickenmeyer","1986-10-31"
"Sanjit","Genther","1986-01-02"
"Francesca","Fujisawa","1986-10-10"
"Matt","Colorni","1986-11-14"
"Eric","Binding","1986-07-24"
"Shahaf","Sambasivam","1986-10-23"
"Heng","Kaminger","1986-06-06"
"Kristof","Peek","1986-10-10"
"Hilari","Makrucki","1986-09-19"
"Jungsoon","Bail","1986-02-18"
"Josyula","Oehlmann","1986-11-12"
"Shir","Serra","1986-02-01"
"Xiaopeng","Solovay","1986-01-17"
"Lijie","Schlenzig","1986-11-11"
"Franziska","Erev","1986-03-19"
"Jaewon","Serre","1986-01-19"
"Boalin","Salinas","1986-09-16"
"Shao","Schmezko","1986-01-23"
"Sven","Hartvigsen","1986-12-05"
"Jeanne","Schiper","1986-01-20"
"Krassimir","Gien","1986-09-20"
"Raimond","Polupanov","1986-03-08"
"Chenye","Baalen","1986-05-21"
"Florian","Pezzoli","1986-09-21"
"Weiye","Gimbel","1986-02-21"
"Tetsurou","DuCasse","1986-04-09"
"Inderjeet","Mullainathan","1986-11-12"
"Guoxiang","Ginneken","1986-07-31"
"Ranga","Khalid","1986-09-01"
"Pasqua","Boguraev","1986-06-17"
"Nakhoon","Suessmith","1986-10-27"
"Hyuckchul","Kavraki","1986-10-26"
"Susuma","Beerel","1986-02-05"
"Halsur","Anido","1986-08-07"
"Hironoby","Sabnani","1986-01-17"
"Mohit","Quaggetto","1986-04-07"
"Marsal","Heystek","1986-01-27"
"Lihong","Pero","1986-03-24"
"Piyawadee","Chiola","1986-02-20"
"Shaowen","Plessier","1986-11-30"
"Makato","Kadhim","1986-07-30"
"Valery","Iacovou","1986-03-05"
"Shaleah","Zumaque","1986-12-27"
"Fumiko","Krybus","1986-09-08"
"Gadiel","Usery","1986-07-29"
"Tonia","Luiz","1986-08-25"
"Kiyotoshi","Emden","1986-03-01"
"Arlette","Yemenis","1986-06-06"
"Sasan","Egerstedt","1986-02-11"
"Christoper","Debuse","1986-12-05"
"Lillian","Knightly","1986-05-09"
"Sajjan","Panwar","1986-11-02"
"Clyde","Doering","1986-03-22"
"Arne","Gimbel","1986-11-08"
"Houman","Jarecki","1986-12-04"
"Rosine","Masand","1986-04-19"
"Duro","Carrere","1986-05-25"
"Guiseppe","Iisaku","1986-09-15"
"Billur","Radhakrishnan","1986-11-03"
"Atilio","Syrzycki","1986-10-09"
"Padma","Motley","1986-02-15"
"Girolamo","Mundy","1986-07-30"
"Nevio","Valette","1986-09-26"
"Isaac","Hofstetter","1986-05-11"
"Jovan","Erie","1986-10-27"
"Raimond","Srimani","1986-07-15"
"Leaf","Takanami","1986-11-06"
"Paris","Zobel","1986-04-14"
"Xiong","Ariola","1986-09-13"
"Kiyokazu","Mitsuhashi","1986-08-12"
"Janalee","Loncour","1986-04-12"
"Premsyl","Stassinopoulos","1986-08-08"
"Sudharsan","Bratten","1986-10-15"
"Jackson","Thebaut","1986-09-13"
"Zeydy","Ramalingam","1986-05-05"
"Falguni","Felcyn","1986-12-06"
"Ziyad","Zeidenstein","1986-02-10"
"Udi","Peek","1986-09-09"
"Tommaso","Perelgut","1986-11-06"
"Xuedong","Falck","1986-07-07"
"Bokyung","Rajaraman","1986-05-24"
"Sachem","Hasham","1986-04-22"
"Constantino","Merks","1986-09-25"
"Ennio","Perng","1986-03-29"
"Aron","Munos","1986-03-01"
"Frederique","Hooghiemstra","1986-02-16"
"Satoru","Schwartzbauer","1986-09-20"
"Sreekrishna","Murtha","1986-07-23"
"Kauko","Schaft","1986-08-20"
"Oscal","Nilsson","1986-01-30"
"Xiaopeng","Itzigehl","1986-11-24"
"Mostafa","Chinen","1986-03-31"
"Moss","Oppitz","1986-07-11"
"Hyuckchul","Loncour","1986-09-19"
"Zhonghua","Thombley","1986-07-11"
"Hyuncheol","Brendel","1986-07-07"
"Subhada","Zlotek","1986-10-27"
"Alejandro","Sudbeck","1986-01-22"
"Poorav","Speckmann","1986-10-23"
"Shugo","Zallocco","1986-12-12"
"Zeljko","Dratva","1986-11-19"
"Aleksandar","Litzkow","1986-02-07"
"Sakthirel","Zastre","1986-08-07"
"Hideo","Matteis","1986-05-28"
"Mohit","Swen","1986-05-23"
"Amstein","Schnelling","1986-09-23"
"Maha","Showalter","1986-11-01"
"Genevieve","Bakhtari","1986-02-13"
"Akeel","Lammel","1986-10-02"
"Hongzhu","Ruemmler","1986-09-03"
"Seongbae","Thibadeau","1986-06-09"
"Baruch","Murtagh","1986-04-22"
"Uwe","Streit","1986-12-01"
"Hatem","Miake","1986-10-10"
"Remmert","Orsini","1986-11-18"
"Rosita","Eiron","1986-03-08"
"Yaghout","Bala","1986-06-02"
"Guadalupe","Farrow","1986-11-29"
"Jeanne","Schlegelmilch","1986-07-03"
"Shushma","Kropatsch","1986-07-03"
"Mohamadou","Danley","1986-05-15"
"Subbu","Esteva","1986-10-10"
"Maria","Choobineh","1986-12-06"
"Gritta","Barriga","1986-05-23"
"Richara","Suri","1986-12-28"
"Fay","Collavizza","1986-05-07"
"Perla","Highland","1986-01-22"
"Mihalis","Mawatari","1986-05-29"
"Tonny","Kalsbeek","1986-02-07"
"Gen","Kobuchi","1986-04-24"
"Flemming","Kamber","1986-10-31"
"Yechiam","Buescher","1986-04-10"
"Uma","Lundstrom","1986-02-26"
"Zeljko","Cannata","1986-07-26"
"Maris","Harnett","1986-02-03"
"Xiaocheng","Heuter","1986-12-31"
"Raimond","Backhouse","1986-07-28"
"Mong","Keirsey","1986-05-03"
"Zvonko","Smeets","1986-10-20"
"Yuuichi","Provine","1986-12-13"
"Mayuko","Impagliazzo","1986-02-10"
"Thodoros","Seghrouchni","1986-03-14"
"Sachem","Decaestecker","1986-07-14"
"Panayotis","Birjandi","1986-11-13"
"Claude","Mayerwieser","1986-03-05"
"Zhilian","Luby","1986-01-21"
"Moto","Rosch","1986-07-17"
"Geraldo","Callaway","1986-05-07"
"Kousuke","Dichev","1986-09-15"
"Kwan","Maksimenko","1986-02-04"
"Dipankar","Kitai","1986-10-05"
"Makato","Biron","1986-12-14"
"Jiong","Azevdeo","1986-07-18"
"Berna","Bernatsky","1986-10-17"
"Yuichiro","Openshaw","1986-03-23"
"Ziyad","Rusterholz","1986-06-22"
"Volkmar","Shrader","1986-10-24"
"Radhia","Steinauer","1986-12-03"
"Radoslaw","Herber","1986-01-26"
"Kirk","Baig","1986-03-26"
"Tsz","DeMori","1986-07-14"
"Shahar","Narwekar","1986-11-27"
"Unal","Kuzuoka","1986-12-25"
"Kellyn","Bade","1986-02-03"
"Yishai","Frolund","1986-09-05"
"Hilari","Ballarin","1986-08-26"
"Radoslaw","Mundy","1986-03-29"
"Zhongwei","Rindone","1986-05-17"
"Noritoshi","Erez","1986-02-24"
"Parviz","Munch","1986-07-26"
"Hidde","Peng","1986-01-24"
"Tadahiro","Lichtman","1986-06-19"
"Akhilish","Kakkar","1986-12-30"
"Sverrir","Zumaque","1986-08-29"
"Janalee","Chleq","1986-04-03"
"Francoise","Yurek","1986-12-13"
"Leucio","Raoux","1986-07-05"
"Jeane","Matheson","1986-07-22"
"Fumitake","Kriebel","1986-06-13"
"Danil","Matteis","1986-05-02"
"Kazuhito","Shobatake","1986-08-02"
"Morrie","Cyre","1986-01-08"
"Terresa","Weedon","1986-01-13"
"Yakkov","Luef","1986-10-15"
"Marek","Brickell","1986-09-30"
"Mohd","Randt","1986-12-24"
"Hugo","Trelles","1986-11-07"
"Nathalie","Schiper","1986-11-25"
"Masato","Braccini","1986-12-17"
"Mang","Chelton","1986-02-09"
"Ymte","Kaelbling","1986-01-25"
"Yuping","Takkinen","1986-05-18"
"Ekawit","Staelin","1986-08-03"
"Kersti","Wiegley","1986-08-20"
"Torsten","McClure","1986-09-08"
"Naftali","Marshall","1986-05-17"
"Kazuhiko","Berendt","1986-04-22"
"Ulises","Hemaspaandra","1986-09-13"
"Katsuyuki","Gente","1986-05-26"
"Shunichi","Benner","1986-03-13"
"Subhada","Murtha","1986-03-13"
"Uli","Anick","1986-02-18"
"Hitomi","Bernatsky","1986-11-18"
"Soenke","Stassinopoulos","1986-11-10"
"Kauko","Syang","1986-06-06"
"Yoshinari","Nanard","1986-06-23"
"Lillian","Baar","1986-08-21"
"Mircea","Chappelet","1986-12-05"
"Gina","Alblas","1986-12-30"
"Adly","Nollmann","1986-03-11"
"Yaghout","Christ","1986-11-12"
"Gurbir","Rando","1986-12-30"
"Mong","Zolotykh","1986-12-14"
"Lijie","Kadhim","1986-03-20"
"Mototsugu","Zolotykh","1986-10-30"
"Danel","Pardalos","1986-03-08"
"Fumiyo","Lupu","1986-01-17"
"Masami","Gimarc","1986-09-22"
"Kenroku","Kavvadias","1986-12-19"
"Phillip","Beutelspacher","1986-11-10"
"Conor","Lakshmanan","1986-08-28"
"JoAnna","Sudkamp","1986-10-24"
"Chaoyi","Ginneken","1986-09-01"
"Hironoby","Chiola","1986-03-07"
"Falguni","Krybus","1986-10-08"
"Hiroyasu","Sadowsky","1986-08-14"
"Fen","Buescher","1986-03-16"
"Hideo","Schmittgen","1986-05-17"
"Apostol","Miculan","1986-02-09"
"Vesna","Peng","1986-11-06"
"Along","Borstler","1986-01-08"
"Tomofumi","Michaeli","1986-09-08"
"Armond","Wynblatt","1986-07-11"
"Prasadram","Edelhoff","1986-07-12"
"Sadun","Demir","1986-12-31"
"Hyuckchul","Penttonen","1986-06-04"
"Krister","Jiafu","1986-04-01"
"Munehiko","Glowinski","1986-12-31"
"Jongsuk","Milicic","1986-01-20"
"Yuchang","Eldridge","1986-08-01"
"Yishai","Kobuchi","1986-04-11"
"Nobuyoshi","Paludetto","1986-02-22"
"Uri","Underwood","1986-12-10"
"Ult","Brookner","1986-04-13"
"Boutros","Lunn","1986-05-30"
"Yannik","Itzigehl","1986-06-21"
"Sashi","Thorelli","1986-09-21"
"Kwan","Wuwongse","1986-01-12"
"Guenter","Rettelbach","1986-08-19"
"Danny","Wendorf","1986-12-28"
"Chenyi","Liedekerke","1986-03-20"
"Leszek","Haraldson","1986-03-18"
"Guangming","Suessmith","1986-10-15"
"Hsiangchu","Serre","1986-10-21"
"Tommaso","Waleschkowski","1986-02-05"
"Shaunak","Itschner","1986-11-20"
"Kankanahalli","Yetto","1986-02-05"
"Lansing","Emmart","1986-10-24"
"Barna","Tiemann","1986-07-09"
"Radhika","Billawala","1986-08-31"
"Martine","Tsukuda","1986-06-11"
"Kish","Peha","1986-12-23"
"Sarita","Bennet","1986-09-05"
"Nalini","Scallan","1986-05-09"
"Francesca","Gini","1986-02-07"
"Ortrun","Vasanthakumar","1986-11-23"
"Shigeu","Leuchs","1986-09-25"
"Lihong","Gire","1986-12-09"
"Arvin","Chaudhuri","1986-12-10"
"Chiradeep","Paludetto","1986-07-03"
"Eric","Landherr","1986-07-09"
"Clyde","Trachtenberg","1986-11-24"
"Randy","Nitsch","1986-10-26"
"Sachar","Ressouche","1986-04-20"
"Elrique","Kavvadias","1986-10-29"
"Khue","VanScheik","1986-12-18"
"Jinya","Hiltgen","1986-04-04"
"Annemarie","Brobst","1986-11-28"
"Weiru","Angelov","1986-06-12"
"Hailing","Cummings","1986-06-06"
"Junichi","Lienhardt","1986-07-28"
"Shahar","Baez","1986-06-09"
"Qunsheng","Viele","1986-05-13"
"Chaoyi","Impagliazzo","1986-07-28"
"Matt","Rahier","1986-09-03"
"Rildo","Bierbaum","1986-03-28"
"Conrado","Marciano","1986-01-11"
"Constantijn","Pramanik","1986-04-16"
"Zito","Valiente","1986-02-14"
"Mihalis","Wrigley","1986-03-02"
"Vojin","Ouhyoung","1986-02-28"
"Sanjit","Kuhnemann","1986-10-11"
"Yinlin","Kornatzky","1986-07-01"
"Serge","Choobineh","1986-09-14"
"Kokou","Halevi","1986-01-15"
"Volkmar","Grabner","1986-01-16"
"Chuanti","Leaver","1986-03-22"
"Siddarth","Krogh","1986-12-15"
"Rance","Crabtree","1986-06-15"
"Shigehito","Rajala","1986-12-16"
"Guther","Stasinski","1986-02-18"
"Kish","Honglei","1986-06-20"
"Xuejia","Merle","1986-07-25"
"Vasilis","Jumpertz","1986-12-22"
"Xudong","Alpay","1986-09-28"
"Denis","Miara","1986-12-07"
"Jacopo","Murtagh","1986-12-02"
"Youngkon","Kabayashi","1986-03-10"
"Rance","Conde","1986-04-09"
"Yakichi","Codenie","1986-10-16"
"Ewing","Bednarek","1986-03-15"
"Khatoun","Grabner","1986-06-02"
"IEEE","McFarlin","1986-08-04"
"Stella","Stentiford","1986-07-19"
"Chikako","Kroha","1986-12-22"
"Shirish","Yamaashi","1986-01-16"
"Zongyan","Gips","1986-02-07"
"Kazuyasu","Manders","1986-11-14"
"Chuanti","Tempesti","1986-04-16"
"Woody","Montemayor","1986-08-22"
"Rafols","Peot","1986-09-03"
"Berthier","Perri","1986-05-28"
"Adit","Oberman","1986-07-18"
"Shuky","Aseltine","1986-04-26"
"Horward","Ernst","1986-10-20"
"Suvo","Kalsbeek","1986-02-11"
"Bernardo","Bahr","1986-09-25"
"Wilmer","Giaccio","1986-10-08"
"Yongmin","Kulisch","1986-07-16"
"Aamer","Sullins","1986-08-14"
"Yishai","Stafford","1986-10-29"
"Gudjon","Pollock","1986-07-31"
"Hidefumi","Peck","1986-09-01"
"Reinhold","Wrigley","1986-11-02"
"Mariusz","Langford","1986-07-23"
"Genevieve","Tagansky","1986-07-12"
"Jianhua","Pelc","1986-04-10"
"Danny","Gien","1986-08-25"
"Isamu","Krzyzanowski","1986-01-20"
"Conor","Aseltine","1986-06-01"
"Mamdouh","Dengi","1986-07-21"
"Steve","Krohm","1986-11-22"
"Sastry","Verspoor","1986-11-08"
"Odoardo","Frezza","1986-06-07"
"Noritoshi","Geffroy","1986-06-05"
"Genevieve","Provine","1986-07-02"
"Aral","Rajaraman","1986-05-08"
"Yuguang","Gaughan","1986-05-20"
"Valdiodio","Rassart","1986-02-16"
"Munehiko","Manders","1986-08-23"
"Conal","Uhrig","1986-11-23"
"Chandrasekaran","Gecsei","1986-07-14"
"Sadok","Ecklund","1986-10-01"
"Stafford","Veevers","1986-08-29"
"Ramalingam","Frezza","1986-06-08"
"Pranav","Luit","1986-03-27"
"Sadok","Steinauer","1986-08-29"
"Nigel","Sgarro","1986-10-07"
"Chiradeep","Tchuente","1986-06-17"
"Shunichi","Pluym","1986-08-05"
"Aamer","Lagarias","1986-09-17"
"Waiman","Encarnacion","1986-12-06"
"Luigi","Bakhtari","1986-09-10"
"Greger","Hennebert","1986-05-13"
"Luigi","Koblitz","1986-08-24"
"Shigehiro","Rodier","1986-01-08"
"Haldun","Speel","1986-07-13"
"Pintsang","Benzmuller","1986-10-10"
"Shirish","Gire","1986-10-11"
"Ottavia","Sidhu","1986-04-21"
"Basim","Sewelson","1986-01-24"
"Sajjan","Tasistro","1986-01-27"
"Constantijn","Dymetman","1986-04-30"
"Gregory","Rosaz","1986-04-13"
"Odysseas","Stemann","1986-08-15"
"Eldridge","Rijsenbrij","1986-04-10"
"Willard","Zobel","1986-06-30"
"Jiakeng","Delgrossi","1986-10-06"
"Chirstian","McClurg","1986-06-05"
"Munehiko","Sridhar","1986-02-10"
"Roddy","Munch","1986-01-07"
"Abdelkader","Emden","1986-09-05"
"Peternela","Staelin","1986-02-16"
"Huan","Engberts","1986-09-12"
"Serap","Kobuchi","1986-07-10"
"Tiina","Stavenow","1986-04-23"
"Kitty","Bade","1986-05-22"
"Alair","McClurg","1986-09-13"
"Stella","Vasanthakumar","1986-04-11"
"Seongbin","Vigier","1986-11-01"
"Danco","Schreiter","1986-08-28"
"Zhonghua","Zeilberger","1986-04-20"
"Abdulah","Lodder","1986-06-29"
"Reinhold","Ramras","1986-07-17"
"Brewster","Porotnikoff","1986-07-10"
"Toshimitsu","Picel","1986-11-28"
"Chirstian","Gelosh","1986-04-20"
"Yoshimitsu","Taubenfeld","1986-01-09"
"Karoline","Yurov","1986-10-17"
"Dharmaraja","Luce","1986-08-19"
"Adhemar","Kumaresan","1986-12-23"
"Richard","Kleiser","1986-03-04"
"Soenke","Schusler","1986-05-11"
"Hyuncheol","Covnot","1986-06-22"
"Annemarie","Roohalamini","1986-10-16"
"Ortrun","Olivero","1986-05-18"
"Xiong","Beutelspacher","1986-01-18"
"Shushma","Ohori","1986-07-13"
"Bokyung","Zschoche","1986-07-11"
"Martial","Zykh","1986-07-11"
"Uwe","Rosenbaum","1986-07-04"
"Genevieve","Pena","1986-11-29"
"Utpal","Ramamoorthy","1986-11-24"
"Guther","Conta","1986-01-30"
"Zhanqiu","Haraldson","1986-12-27"
"Mizuhito","Figueira","1986-02-21"
"Weidon","Tanemo","1986-02-13"
"Chikara","Zeleznik","1986-06-18"
"Geoffry","Deyuan","1986-05-24"
"Dines","Bresenham","1986-08-08"
"Xinan","Strandh","1986-09-24"
"Mingzeng","Bernardeschi","1986-03-22"
"Naftali","Passino","1986-11-01"
"Leen","Rosch","1986-08-30"
"Jahangir","Basawa","1986-11-04"
"Shigeaki","Wixon","1986-01-17"
"Uli","Tomescu","1986-11-11"
"Tremaine","Skogmar","1986-11-30"
"Vitaly","Massonet","1986-06-03"
"Trygve","Luders","1986-08-13"
"Siamak","Shackel","1986-07-26"
"Mayuri","Pollacia","1986-01-24"
"Miyeon","Garrabrants","1986-03-23"
"Wanqing","Dulin","1986-05-05"
"Mohammad","Hardjono","1986-11-25"
"Mariusz","Speckmann","1986-10-22"
"Jeanna","Makinen","1986-07-02"
"Xuejia","Compeau","1986-03-05"
"Dannz","Bondorf","1986-02-03"
"Hausi","Krichel","1986-09-22"
"Shem","Pileggi","1986-05-29"
"Christ","Nitsch","1986-05-12"
"Utz","Sidou","1986-03-22"
"Prodip","Limongiello","1986-02-01"
"Mikhail","Marchegay","1986-12-04"
"Lobel","Bierman","1986-03-26"
"Rosli","Stavenow","1986-05-07"
"Claude","Giveon","1986-03-30"
"Bluma","Zolotykh","1986-03-21"
"Piyush","Condotta","1986-11-08"
"Clyde","Milicia","1986-04-19"
"Khue","Speckmann","1986-10-01"
"Pradeep","Coney","1986-08-06"
"Gregory","Poulakidas","1986-06-19"
"Karoline","Duclos","1986-06-03"
"Anyuan","Hofstetter","1986-05-12"
"Arvind","Velardi","1986-02-08"
"Kyoichi","Lenart","1986-07-11"
"Arra","Hutton","1986-12-27"
"Georg","Terekhov","1986-05-03"
"Yannik","Rodier","1986-09-06"
"Shin","Hebden","1986-05-26"
"Sigeru","Sidhu","1986-11-05"
"Kokou","Kroon","1986-04-07"
"Pasqua","Taubman","1986-06-23"
"Jingling","Millington","1986-10-15"
"Paris","Tischendorf","1986-06-10"
"Marit","Mansanne","1986-09-02"
"Ziva","Szilard","1986-04-20"
"Yucel","Bojadziev","1986-01-02"
"Satosi","Marletta","1986-05-17"
"Souichi","Magliocco","1986-05-09"
"Ronnie","Decleir","1986-03-30"
"Khue","Erie","1986-11-29"
"Sven","Vanwelkenhuysen","1986-09-21"
"Valdiodio","Nooteboom","1986-12-05"
"Fayez","Famili","1986-12-06"
"Dietrich","Parhami","1986-07-28"
"Guenter","Vitiello","1986-05-06"
"Berhard","Hinsberger","1986-10-30"
"Suvo","Mansanne","1986-11-16"
"Mario","Cunliffe","1986-07-06"
"Almudena","Comyn","1986-10-30"
"Shigenori","Snyers","1986-06-16"
"Leah","Rosiles","1986-11-01"
"Udi","Pews","1986-01-10"
"Ult","Baby","1986-04-16"
"Ibibia","Dulin","1986-11-10"
"Kolar","Kusakabe","1986-03-25"
"Conor","Curless","1986-11-17"
"Hsiangchu","Oppitz","1986-01-15"
"Djelloul","Marquardt","1986-09-16"
"Kwangho","Blokdijk","1986-05-08"
"Zhiguo","Gaughan","1986-05-06"
"Sampalli","Butner","1986-07-04"
"Mark","Ariola","1986-03-05"
"Bernt","Terkki","1986-06-16"
"Sandeepan","Auyong","1986-10-22"
"Dung","Kroft","1986-08-10"
"Shiv","Karner","1986-07-08"
"Susanna","Oskamp","1986-09-26"
"Halsur","Chiola","1986-02-02"
"Dulce","Jiang","1986-10-27"
"Rildo","Seuren","1986-04-08"
"Howell","Chenney","1986-03-10"
"Shridhar","Benzaken","1986-07-03"
"Ortrun","Riexinger","1986-05-18"
"Anneli","Ramsay","1986-03-22"
"Thanasis","Iisaka","1986-09-18"
"Oscal","Knightly","1986-08-21"
"Phule","Cannata","1986-12-31"
"Krister","Fiebach","1986-04-16"
"Mark","Bach","1986-05-26"
"Kazuhira","Berendt","1986-09-25"
"Ghassan","Cardazo","1986-11-18"
"Gregory","Cappelli","1986-11-18"
"Snehasis","Duclos","1986-08-13"
"Genevieve","Lichtman","1986-12-16"
"Morrie","Vasanthakumar","1986-09-10"
"Kagan","Maginnis","1986-07-14"
"Pradeep","Polupanov","1986-01-22"
"Yinlin","Wilfing","1986-07-07"
"Salvador","Hettesheimer","1986-12-05"
"Owen","Snedden","1986-04-09"
"Masali","Bratten","1986-10-20"
"Mark","Vanwelkenhuysen","1986-06-22"
"Etsuo","Conte","1986-08-17"
"Sukumar","Angel","1986-03-23"
"Marjo","Desikan","1986-10-29"
"Barry","Gewali","1986-09-29"
"Chanjung","Pell","1986-05-19"
"Moie","Kruskal","1986-06-14"
"Nimmagadda","Angelopoulos","1986-10-09"
"Arup","Lovengreen","1986-05-03"
"Shahid","Zongker","1986-11-01"
"Lidong","Argence","1986-01-28"
"Samphel","Gecsei","1986-07-17"
"Shietung","Wissmann","1986-09-17"
"Atilio","Bultermann","1986-04-19"
"Bogdan","Vickson","1986-05-28"
"Qingxiang","Koshiba","1986-10-12"
"Pintsang","Avouris","1986-06-20"
"Heeju","Bridgland","1986-12-07"
"Moni","Heijenga","1986-05-13"
"Haldun","Stasinski","1986-05-15"
"Hausi","Leijenhorst","1986-01-10"
"Gay","Usery","1986-05-12"
"Kasturi","Schueller","1986-11-04"
"Foong","Makinen","1986-09-12"
"Jeane","Stentiford","1986-12-09"
"Aamod","Gajiwala","1986-10-26"
"Bedir","Ramsay","1986-08-15"
"Weijing","Matteis","1986-03-26"
"Zorica","Kushner","1986-11-22"
"Jolita","Shanbhogue","1986-10-12"
"Heng","Schlumberger","1986-05-11"
"Kristin","Boyle","1986-12-11"
